county_name,state_name,total_acres,avg_acres_per_decade,num_decades,urbanization_rate,scenario,scenario_description,spatial_level,time_period,generated_date
Clark County,Missouri,39933.1,1996.65,5,7986.62,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Tipton County,Indiana,39925.8,1996.29,5,7985.16,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Quitman County,Mississippi,39907.44,1995.37,5,7981.49,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sibley County,Minnesota,39889.89,2659.33,5,7977.98,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sullivan County,Missouri,39805.82,1990.29,5,7961.16,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Jackson County,South Dakota,39724.28,1588.97,5,7944.86,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Grant County,Minnesota,39623.09,2641.54,5,7924.62,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Boundary County,Idaho,39601.04,1980.05,5,7920.21,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lyman County,South Dakota,39595.63,1979.78,5,7919.13,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Irion County,Texas,39549.55,2636.64,5,7909.91,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Coal County,Oklahoma,39546.53,1581.86,5,7909.31,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Briscoe County,Texas,39534.71,1976.74,5,7906.94,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Gooding County,Idaho,39465.97,1973.3,5,7893.19,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Webster County,Georgia,39370.83,1968.54,5,7874.17,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hot Springs County,Wyoming,39343.48,1573.74,5,7868.7,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Concho County,Texas,39133.19,1956.66,5,7826.64,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Menard County,Illinois,39124.5,1956.22,5,7824.9,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Magoffin County,Kentucky,38979.76,1948.99,5,7795.95,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Iowa County,Iowa,38808.4,1940.42,5,7761.68,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Washington County,Kansas,38789.47,1551.58,5,7757.89,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Blanco County,Texas,38626.09,1545.04,5,7725.22,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Mellette County,South Dakota,38592.6,1543.7,5,7718.52,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Brown County,Kansas,38465.85,1538.63,5,7693.17,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Brown County,Illinois,38351.65,1917.58,5,7670.33,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wibaux County,Montana,38181.32,1527.25,5,7636.26,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sedgwick County,Colorado,38107.4,2540.49,5,7621.48,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Calhoun County,West Virginia,38003.71,1900.19,5,7600.74,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hamilton County,Illinois,37979.04,1898.95,5,7595.81,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Waseca County,Minnesota,37898.02,1894.9,5,7579.6,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cumberland County,Illinois,37802.09,1890.1,5,7560.42,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Todd County,South Dakota,37755.51,1510.22,5,7551.1,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Pleasants County,West Virginia,37751.8,1887.59,5,7550.36,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Owsley County,Kentucky,37748.62,1887.43,5,7549.72,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Mississippi County,Missouri,37664.92,1883.25,5,7532.98,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Toole County,Montana,37587.0,1879.35,5,7517.4,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sterling County,Texas,37545.63,2503.04,5,7509.13,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Petroleum County,Montana,37519.82,1500.79,5,7503.96,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wright County,Iowa,37436.98,1871.85,5,7487.4,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Reagan County,Texas,37386.83,2492.46,5,7477.37,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Mineral County,Nevada,37280.25,1491.21,5,7456.05,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Davison County,South Dakota,37273.03,1490.92,5,7454.61,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Humphreys County,Mississippi,37207.47,1860.37,5,7441.49,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Grant County,North Dakota,37088.46,1483.54,5,7417.69,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Pickett County,Tennessee,37074.77,1853.74,5,7414.95,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Brown County,Nebraska,37048.66,1481.95,5,7409.73,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Stevens County,Minnesota,37032.37,1851.62,5,7406.47,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Carson City,Nevada,37024.68,1480.99,5,7404.94,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Day County,South Dakota,36901.24,1845.06,5,7380.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Tyler County,West Virginia,36898.84,1844.94,5,7379.77,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Oneida County,Idaho,36857.8,1474.31,5,7371.56,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Logan County,Kansas,36848.64,1842.43,5,7369.73,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hughes County,South Dakota,36799.23,1471.97,5,7359.85,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Grant County,South Dakota,36749.06,1469.96,5,7349.81,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Adams County,Iowa,36717.22,1835.86,5,7343.44,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Washington County,Nebraska,36671.09,1833.55,5,7334.22,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Nuckolls County,Nebraska,36401.25,1456.05,5,7280.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Fremont County,Iowa,36231.05,1811.55,5,7246.21,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Granite County,Montana,36202.76,1448.11,5,7240.55,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Borden County,Texas,36154.9,1807.75,5,7230.98,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Graham County,North Carolina,36115.67,1805.78,5,7223.13,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Scott County,Kansas,36053.18,1802.66,5,7210.64,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Donley County,Texas,35899.88,1436.0,5,7179.98,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Trousdale County,Tennessee,35821.52,1791.08,5,7164.3,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Kimball County,Nebraska,35757.18,1430.29,5,7151.44,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Real County,Texas,35642.22,1782.11,5,7128.44,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Clay County,Kansas,35612.67,1424.51,5,7122.53,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Treasure County,Montana,35571.35,1422.85,5,7114.27,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Murray County,Minnesota,35545.91,1777.3,5,7109.18,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Walsh County,North Dakota,35490.68,1419.63,5,7098.14,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Faulk County,South Dakota,35463.57,1773.18,5,7092.71,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
White County,Illinois,35429.27,1771.46,5,7085.85,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Estill County,Kentucky,35406.39,1770.32,5,7081.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dickens County,Texas,35285.2,1764.26,5,7057.04,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dakota County,Nebraska,35265.04,1410.6,5,7053.01,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Trimble County,Kentucky,35184.72,1759.24,5,7036.94,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Page County,Iowa,35086.41,1754.32,5,7017.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Winkler County,Texas,35081.65,2338.78,5,7016.33,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wells County,North Dakota,35058.17,1402.33,5,7011.63,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Chautauqua County,Kansas,35043.43,1401.74,5,7008.69,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ralls County,Missouri,35010.95,1750.55,5,7002.19,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
McMullen County,Texas,34974.92,1748.75,5,6994.98,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Richardson County,Nebraska,34858.31,1394.33,5,6971.66,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Gregory County,South Dakota,34803.36,1392.13,5,6960.67,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Carlisle County,Kentucky,34718.4,1735.92,5,6943.68,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Mercer County,Missouri,34407.16,1720.36,5,6881.43,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wabash County,Illinois,34389.83,1719.49,5,6877.97,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sherman County,Oregon,34367.79,1718.39,5,6873.56,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Craig County,Virginia,34338.74,1716.94,5,6867.75,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Jackson County,Kentucky,34311.22,1715.56,5,6862.24,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Grant County,Kansas,34271.57,1713.58,5,6854.31,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Harper County,Kansas,34239.94,1369.6,5,6847.99,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Monroe County,Missouri,34204.51,1710.23,5,6840.9,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Caldwell County,Missouri,34201.48,1710.07,5,6840.3,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Boone County,Nebraska,34152.0,1366.08,5,6830.4,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cumberland County,Kentucky,34141.22,1707.06,5,6828.24,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Pulaski County,Illinois,34134.25,1706.71,5,6826.85,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Kinney County,Texas,34111.79,1705.59,5,6822.36,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Grant County,Oklahoma,34070.66,1362.83,5,6814.13,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Meade County,Kansas,34061.2,1703.06,5,6812.24,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Kent County,Texas,34013.32,1360.53,5,6802.66,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Delta County,Texas,33784.83,1351.39,5,6756.97,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Highland County,Virginia,33734.11,1686.71,5,6746.82,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Stevens County,Kansas,33733.21,1686.66,5,6746.64,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Van Buren County,Iowa,33731.88,1686.59,5,6746.38,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wolfe County,Kentucky,33727.16,1686.36,5,6745.43,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Roberts County,Texas,33709.95,1685.5,5,6741.99,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Shelby County,Iowa,33688.86,1684.44,5,6737.77,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Brule County,South Dakota,33638.36,1681.92,5,6727.67,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dodge County,Nebraska,33601.25,1680.06,5,6720.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Pope County,Illinois,33583.95,1679.2,5,6716.79,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
